AAAS Afrcn and Afrcn-Amer Stds,,,,,,,,,,,,,,,,,,,,,,
Select,CRN,Subj,Crse,Sec,Cmp,Cred,Title,Days,Time,Cap,Act,Rem,WL Cap,WL Act,WL Rem,XL Cap,XL Act,XL Rem,Instructor,Date (MM/DD),Location,Attribute
NR,21415,PSYC,8438,4,11M,3,Pract Clinical Trtmt,F,09:00 am-12:00 pm,7,0,7,100,0,100,7,0,7,Neil Aronov (P),01/17-05/04,PSY 128,
NR,10925,PSYC,8514,1,11M,3,Cognitive Science Seminar,W,02:20 pm-05:20 pm,20,0,20,100,0,100,20,0,20,David Miguel Gray,01/17-05/04,FIT 405,
NR,10926,PSYC,8516,1,11M,3,Issues Psychothrpy Rsch,,TBA,10,0,10,100,0,100,10,0,10,Jeffrey S Berman (P),01/17-05/04,TBA,
NR,26682,PSYC,8521,1,11M,3,Teaching of Psychology,M,05:30 pm-08:30 pm,10,0,10,100,0,100,10,0,10,Frank Andrasik (P),01/17-05/04,PSY 208,
NR,10929,PSYC,8601,2,11M,3,Res Prac Gen Psych,,TBA,5,0,5,100,0,100,0,0,0,Melloni N Cook (P),01/17-05/04,TBA,
NR,10930,PSYC,8601,3,11M,3,Res Prac Gen Psych,,TBA,5,0,5,100,0,100,0,0,0,Philip Pavlik (P),01/17-05/04,TBA,
NR,20820,PSYC,8603,2,11M,3,Res Prac Exp Psyc,,TBA,5,0,5,100,0,100,0,0,0,Andrew McGregor Olney (P),01/17-05/04,TBA,
NR,17124,PSYC,8603,4,11M,3,Res Prac Exp Psyc,,TBA,5,0,5,100,0,100,0,0,0,Andrew McGregor Olney (P),01/17-05/04,TBA,
NR,17205,PSYC,8603,5,11M,3,Res Prac Exp Psyc,,TBA,5,0,5,100,0,100,0,0,0,Xiangen Hu (P),01/17-05/04,TBA,
NR,17330,PSYC,8603,7,11M,3,Res Prac Exp Psyc,,TBA,5,0,5,100,0,100,0,0,0,Xiangen Hu (P),01/17-05/04,TBA,
NR,17376,PSYC,8603,8,11M,3,Res Prac Exp Psyc,,TBA,5,0,5,100,0,100,0,0,0,Melloni N Cook (P),01/17-05/04,TBA,
NR,17439,PSYC,8603,9,11M,3,Res Prac Exp Psyc,,TBA,5,0,5,100,0,100,0,0,0,Helen Joan Sable (P),01/17-05/04,TBA,
NR,17568,PSYC,8603,10,11M,3,Res Prac Exp Psyc,,TBA,5,0,5,100,0,100,0,0,0,Helen Joan Sable (P),01/17-05/04,TBA,
NR,18609,PSYC,8603,12,11M,3,Res Prac Exp Psyc,,TBA,5,0,5,100,0,100,0,0,0,Roger J Kreuz (P),01/17-05/04,TBA,
NR,19688,PSYC,8606,1,11M,3,Res Prac Clinical Psyc,,TBA,5,0,5,100,0,100,0,0,0,Frank Andrasik (P),01/17-05/04,TBA,
NR,19860,PSYC,8606,2,11M,3,Res Prac Clinical Psyc,,TBA,5,0,5,100,0,100,0,0,0,J Gayle Beck (P),01/17-05/04,TBA,
NR,10935,PSYC,8606,3,11M,3,Res Prac Clinical Psyc,,TBA,5,0,5,100,0,100,0,0,0,Frank Andrasik (P),01/17-05/04,TBA,
NR,19867,PSYC,8606,7,11M,3,Res Prac Clinical Psyc,,TBA,5,0,5,100,0,100,0,0,0,Kathryn Helen Howell (P),01/17-05/04,TBA,
NR,22759,PSYC,8606,13,11M,3,Res Prac Clinical Psyc,,TBA,5,0,5,100,0,100,0,0,0,Frank Andrasik (P),01/17-05/04,TBA,
NR,27931,PSYC,8608,7,11M,1,Res Prac Neuropsych,,TBA,5,0,5,100,0,100,0,0,0,Nicholas W Simon (P),01/17-05/04,TBA,
NR,16286,PSYC,8614,2,11M,3,Prac School Psyc,R,09:00 am-12:00 pm,10,0,10,100,0,100,10,0,10,Sarah McCallum Irby (P),01/17-05/04,PSY 240,
NR,17723,PSYC,8615,1,11M,3,Special Problems,,TBA,5,0,5,100,0,100,0,0,0,Roger J Kreuz (P),01/17-05/04,TBA,
NR,10941,PSYC,8615,3,11M,3,Special Problems,,TBA,5,0,5,100,0,100,0,0,0,Philip Pavlik (P),01/17-05/04,TBA,
NR,10944,PSYC,8620,2,11M,3,Major Area Paper,,TBA,5,0,5,100,0,100,0,0,0,Philip Pavlik (P),01/17-05/04,TBA,
NR,10946,PSYC,8705,1,11M,3,Neuropsychopharmacology,T,02:00 pm-05:00 pm,25,0,25,100,0,100,25,0,25,Nicholas W Simon (P),01/17-05/04,PSY 362,
NR,10947,PSYC,8707,1,11M,1,Professional Issues,F,01:01 pm-02:00 pm,13,0,13,100,0,100,0,0,0,Meghan E McDevitt-Murphy (P),01/17-05/04,PSY 230,
NR,16785,PSYC,8812,1,11M,3,Intern: School Psyc,,TBA,8,0,8,100,0,100,8,0,8,Sarah McCallum Irby (P),01/17-05/04,TBA,
NR,10958,PSYC,8999,1,11M,0,Predoctoral Internship,,TBA,10,0,10,100,0,100,0,0,0,Meghan E McDevitt-Murphy (P),01/17-05/04,TBA,
NR,24069,PSYC,8999,2,11M,0,Predoctoral Internship,,TBA,5,0,5,100,0,100,0,0,0,Elizabeth Benton Meisinger (P),01/17-05/04,TBA,
NR,10959,PSYC,9000,1,11M,3,Dissertation,,TBA,5,0,5,100,0,100,0,0,0,Randy G Floyd (P),01/17-05/04,TBA,
NR,10960,PSYC,9000,2,11M,3,Dissertation,,TBA,5,0,5,100,0,100,0,0,0,Helen Joan Sable (P),01/17-05/04,TBA,
NR,16897,PSYC,9000,5,11M,1,Dissertation,,TBA,5,0,5,100,0,100,0,0,0,Robert Cohen (P),01/17-05/04,TBA,
NR,16900,PSYC,9000,6,11M,5,Dissertation,,TBA,5,0,5,100,0,100,0,0,0,Kristoffer Scott Berlin (P),01/17-05/04,TBA,
NR,19859,PSYC,9000,7,11M,1,Dissertation,,TBA,5,0,5,100,0,100,0,0,0,Elizabeth Benton Meisinger (P),01/17-05/04,TBA,
NR,19858,PSYC,9000,8,11M,3,Dissertation,,TBA,5,0,5,100,0,100,0,0,0,Elizabeth Benton Meisinger (P),01/17-05/04,TBA,
NR,17309,PSYC,9000,10,11M,1,Dissertation,,TBA,5,0,5,100,0,100,0,0,0,Xiangen Hu (P),01/17-05/04,TBA,
NR,17349,PSYC,9000,14,11M,5,Dissertation,,TBA,5,0,5,100,0,100,0,0,0,James Murphy (P),01/17-05/04,TBA,
NR,17084,PSYC,9000,15,11M,3,Dissertation,,TBA,5,0,5,100,0,100,0,0,0,Meghan E McDevitt-Murphy (P),01/17-05/04,TBA,
NR,17294,PSYC,9000,17,11M,4,Dissertation,,TBA,5,0,5,100,0,100,0,0,0,Jeffrey S Berman (P),01/17-05/04,TBA,
NR,17520,PSYC,9000,18,11M,6,Dissertation,,TBA,5,0,5,100,0,100,0,0,0,James Murphy (P),01/17-05/04,TBA,
NR,17521,PSYC,9000,19,11M,1,Dissertation,,TBA,5,0,5,100,0,100,0,0,0,James Murphy (P),01/17-05/04,TBA,
NR,17567,PSYC,9000,20,11M,1,Dissertation,,TBA,5,0,5,100,0,100,0,0,0,James P Whelan (P),01/17-05/04,TBA,
NR,17378,PSYC,9000,22,11M,1,Dissertation,,TBA,5,0,5,100,0,100,0,0,0,Meghan E McDevitt-Murphy (P),01/17-05/04,TBA,
NR,17436,PSYC,9000,23,11M,2,Dissertation,,TBA,5,0,5,100,0,100,0,0,0,Kathryn Helen Howell (P),01/17-05/04,TBA,
NR,17463,PSYC,9000,25,11M,1,Dissertation,,TBA,5,0,5,100,0,100,0,0,0,Randy G Floyd (P),01/17-05/04,TBA,
NR,18737,PSYC,9000,30,11M,3,Dissertation,,TBA,5,0,5,100,0,100,0,0,0,Roger J Kreuz (P),01/17-05/04,TBA,
PTMA Prof Tech Mgmt,,,,,,,,,,,,,,,,,,,,,,
Select,CRN,Subj,Crse,Sec,Cmp,Cred,Title,Days,Time,Cap,Act,Rem,WL Cap,WL Act,WL Rem,XL Cap,XL Act,XL Rem,Instructor,Date (MM/DD),Location,Attribute
NR,28121,PTMA,3020,M50,11M,3,Managing Information Tech,,TBA,25,0,25,100,0,100,0,0,0,TBA,01/17-05/04,WEB 100,(Tiger Eats Does Not Apply) and Online Liberal Studies UG and UM3D Approved Online Section
PUBH Public Health,,,,,,,,,,,,,,,,,,,,,,
Select,CRN,Subj,Crse,Sec,Cmp,Cred,Title,Days,Time,Cap,Act,Rem,WL Cap,WL Act,WL Rem,XL Cap,XL Act,XL Rem,Instructor,Date (MM/DD),Location,Attribute
NR,28098,PUBH,2181,1,11M,3,Population Health and Society,TR,09:40 am-11:05 am,11,0,11,100,0,100,11,0,11,Emma Karin Draluck (P),01/17-05/04,ROB 102,Gen Ed Social/Behavioral Sci
NR,28445,PUBH,2181,350,11M,3,Population Health and Soc Hnrs,TR,09:40 am-11:05 am,5,0,5,100,0,100,11,0,11,Emma Karin Draluck (P),01/17-05/04,ROB 102,Honors Section
NR,27582,PUBH,3102,1,11M,3,Epidemics: The Plague to Ebola,TR,11:20 am-12:45 pm,11,0,11,100,0,100,0,0,0,Vikki G Nolan (P),01/17-05/04,ROB 217,
NR,28095,PUBH,3120,M50,11M,3,Env Hlth: Basics and Methods,,TBA,30,0,30,100,0,100,0,0,0,Chunrong Jia (P),01/17-05/04,WEB 100,(Tiger Eats Does Not Apply) and Online Fee UG Sch Public Hlth and UM3D Approved Online Section
NR,28218,PUBH,3130,M50,11M,3,Intro Soc Det of Health,,TBA,22,0,22,100,0,100,0,0,0,Jennifer Turchi (P),01/17-05/04,WEB 100,(Tiger Eats Does Not Apply) and Online Fee UG Sch Public Hlth and UM3D Approved Online Section
NR,28229,PUBH,3150,M50,11M,3,Analytic & Res Methods in PH 1,,TBA,20,0,20,100,0,100,0,0,0,"Matthew Paul Smeltzer (P), Xinhua Yu",01/17-05/04,WEB 100,(Tiger Eats Does Not Apply) and Online Fee UG Sch Public Hlth and UM3D Approved Online Section
NR,28230,PUBH,3180,M50,11M,3,Pub Hlth Princ & Practice I,,TBA,20,0,20,100,0,100,0,0,0,Debra Bartelli (P),01/17-05/04,WEB 100,(Tiger Eats Does Not Apply) and Online Fee UG Sch Public Hlth and UM3D Approved Online Section
NR,28096,PUBH,3710,M50,11M,3,PH Systems & Policy I,,TBA,30,0,30,100,0,100,0,0,0,Courtnee E Melton-Fant (P),01/17-05/04,WEB 100,(Tiger Eats Does Not Apply) and Online Fee UG Sch Public Hlth and UM3D Approved Online Section
NR,28210,PUBH,4010,1,11M,2,Public Health Fieldwork,W,10:20 am-11:15 am,11,0,11,100,0,100,0,0,0,"Emma Karin Draluck (P), Debra Bartelli",01/17-03/03,TBA,
NR,28219,PUBH,4121,1,11M,3,Env Health II: Practice & Appl,T,05:30 pm-08:30 pm,11,0,11,100,0,100,0,0,0,"Chunrong Jia (P), Abu Mohammed Naser Titu",01/17-05/04,ROB 102,
NR,27577,PUBH,4131,1,11M,3,Soc Justice and Public Health,TR,09:40 am-11:05 am,25,0,25,100,0,100,25,0,25,Jennifer Turchi (P),01/17-05/04,TBA,
NR,27578,PUBH,4151,1,11M,3,Analytic & Res Methods in PH 2,MW,12:40 pm-02:05 pm,11,0,11,100,0,100,0,0,0,"Xinhua Yu (P), Matthew Paul Smeltzer",01/17-05/04,ROB 102,
NR,27579,PUBH,4181,1,11M,3,Pub Hlth Princ & Practice II,MW,02:20 pm-03:45 pm,25,0,25,100,0,100,0,0,0,"Debra Bartelli (P), Emma Karin Draluck",01/17-05/04,ROB 117,
NR,28097,PUBH,4711,1,11M,3,PH Systems & Policy II,TR,01:00 pm-02:25 pm,11,0,11,100,0,100,0,0,0,Wei Lyu (P),01/17-05/04,ROB 102,
NR,28764,PUBH,4985,1,11M,3,BSPH Capstone Experience,TR,09:40 am-11:05 am,5,0,5,0,0,0,0,0,0,Debra Bartelli (P),01/17-05/04,TBA,
NR,28099,PUBH,6131,1,11M,3,Soc Justice and Public Health,TR,09:40 am-11:05 am,25,0,25,100,0,100,25,0,25,Jennifer Turchi (P),01/17-05/04,TBA,
NR,26774,PUBH,7002,1,11M,3,Comm Hlth Assessmt & Prog Plan,M,05:30 pm-08:30 pm,11,0,11,100,0,100,0,0,0,Debra Bartelli (P),01/17-05/04,TBA,
NR,26796,PUBH,7004,M50,11M,3,Interdis Approach PH Challenge,,TBA,30,0,30,100,0,100,0,0,0,"Debra Bartelli (P), Elena Delavega",01/17-05/04,WEB 100,Online Public Admin GR and UM3D Approved Online Section
NR,16470,PUBH,7120,1,11M,3,Environmental Health I,M,05:30 pm-08:30 pm,25,0,25,100,0,100,0,0,0,"Abu Mohammed Naser Titu (P), Chunrong Jia",01/17-05/04,ROB 217,
NR,20346,PUBH,7120,M50,11M,3,Environmental Health I,,TBA,90,0,90,100,0,100,0,0,0,"Chunrong Jia (P), Abu Mohammed Naser Titu",01/17-05/04,WEB 100,Online Mstr Public Health GR and UM3D Approved Online Section
NR,21338,PUBH,7130,M50,11M,3,Social Determinants of Health,,TBA,60,0,60,100,0,100,0,0,0,Yong Yang (P),01/17-05/04,WEB 100,Online Mstr Public Health GR and UM3D Approved Online Section
NR,20355,PUBH,7132,1,11M,3,Health Program Evaluation,T,05:30 pm-08:30 pm,11,0,11,100,0,100,24,0,24,Michael Schmidt (P),01/17-05/04,TBA,
NR,20347,PUBH,7132,M50,11M,3,Health Program Evaluation,,TBA,39,0,39,100,0,100,0,0,0,Cardella LaShay Leak (P),01/17-05/04,WEB 100,Online Mstr Public Health GR and UM3D Approved Online Section
NR,26237,PUBH,7150,M50,11M,3,Biostatistical Methods I,,TBA,30,0,30,100,0,100,0,0,0,Meredith A Ray (P),01/17-05/04,WEB 100,Online Mstr Public Health GR and UM3D Approved Online Section
NR,21162,PUBH,7152,1,11M,3,Biostatistical Methods II,W,05:30 pm-08:30 pm,40,0,40,100,0,100,40,0,40,Xichen Mou (P),01/17-05/04,CL 137,
NR,24200,PUBH,7152,M50,11M,3,Biostatistical Methods II,,TBA,20,0,20,100,0,100,0,0,0,Xichen Mou (P),01/17-05/04,WEB 100,Online Mstr Public Health GR and UM3D Approved Online Section
NR,24196,PUBH,7153,1,11M,3,Biostat. in Bioinformatics,T,02:00 pm-05:00 pm,11,0,11,100,0,100,25,0,25,TBA,01/17-05/04,TBA,
NR,20352,PUBH,7160,1,11M,3,Soc/Behav Science Principles,R,05:30 pm-08:30 pm,23,0,23,100,0,100,23,0,23,Kenneth Daniel Ward (P),01/17-05/04,ROB 117,
NR,18775,PUBH,7172,1,11M,3,Epidemiology PUBH II,R,05:30 pm-08:30 pm,25,0,25,100,0,100,25,0,25,Fawaz Mzayek (P),01/17-05/04,ROB 217,
NR,23628,PUBH,7172,M50,11M,3,Epidemiology PUBH II,,TBA,20,0,20,100,0,100,0,0,0,Fawaz Mzayek (P),01/17-05/04,WEB 100,Online Mstr Public Health GR and UM3D Approved Online Section
NR,27531,PUBH,7190,1,11M,3,Adv SAS for PUBH Prof 1,S,09:00 am-12:00 pm,15,0,15,100,0,100,20,0,20,Yu Jiang (P),01/17-05/04,SM 110,
NR,25451,PUBH,7192,1,11M,3,Intro to Human Disease for PH,M,02:00 pm-05:00 pm,11,0,11,100,0,100,11,0,11,"Xinhua Yu (P), Fawaz Mzayek",01/17-05/04,TBA,
NR,22882,PUBH,7309,1,11M,3,Appl Surv Analys in Pub Hlth,M,05:30 pm-08:30 pm,11,0,11,100,0,100,11,0,11,Yu Jiang (P),01/17-05/04,ROB 102,
NR,26715,PUBH,7400,5,11M,3,Special Problems,,TBA,5,0,5,100,0,100,0,0,0,Yu Jiang (P),01/17-05/04,TBA,
NR,25666,PUBH,7443,M50,11M,3,Infectious Disease Epidemiolgy,,TBA,25,0,25,100,0,100,0,0,0,Vikki G Nolan (P),01/17-05/04,WEB 100,Online Mstr Public Health GR and UM3D Approved Online Section
NR,19071,PUBH,7450,1,11M,3,Randomized Clinical Trials I,M,02:00 pm-05:00 pm,25,0,25,100,0,100,25,0,25,Kenneth Daniel Ward (P),01/17-05/04,ROB 217,
NR,27533,PUBH,7460,1,11M,3,Advanced Survival Analysis,R,05:30 pm-08:30 pm,30,0,30,100,0,100,30,0,30,Meredith A Ray (P),01/17-05/04,MN 320,
NR,28079,PUBH,7502,1,11M,3,"Hlth Policy, Theory & Methods",M,05:30 pm-08:30 pm,30,0,30,100,0,100,0,0,0,Courtnee E Melton-Fant (P),01/17-05/04,MN 202,
NR,20439,PUBH,7985,1,11M,3,Practicum/Field Experience,,TBA,20,0,20,100,0,100,0,0,0,"Vikki G Nolan (P), Marian C Levy",01/17-05/04,TBA,
NR,25292,PUBH,7985,M50,11M,3,Practicum/Field Experience,,TBA,15,0,15,100,0,100,0,0,0,"Vikki G Nolan (P), Marian C Levy",01/17-05/04,WEB 100,Online Mstr Public Health GR and UM3D Approved Online Section
NR,21170,PUBH,7992,1,11M,3,Master's Project Seminar,R,05:30 pm-08:30 pm,10,0,10,100,0,100,0,0,0,"Marian C Levy (P), Yong Yang , Xinhua Yu",01/17-05/04,ROB 235,
NR,25023,PUBH,7992,M50,11M,3,Master's Project Seminar,,TBA,40,0,40,100,0,100,0,0,0,"Marian C Levy (P), Yong Yang , Xinhua Yu",01/17-05/04,WEB 100,Online Mstr Public Health GR and UM3D Approved Online Section
NR,21706,PUBH,8132,1,11M,3,Health Program Evaluation,T,05:30 pm-08:30 pm,11,0,11,100,0,100,24,0,24,Michael Schmidt (P),01/17-05/04,TBA,
NR,21163,PUBH,8152,1,11M,3,Biostatistical Methods II,W,05:30 pm-08:30 pm,40,0,40,100,0,100,40,0,40,Xichen Mou (P),01/17-05/04,CL 137,
NR,24197,PUBH,8153,1,11M,3,Biostat. in Bioinformatics,T,02:00 pm-05:00 pm,11,0,11,100,0,100,25,0,25,Hongmei Zhang (P),01/17-05/04,TBA,
NR,22059,PUBH,8160,1,11M,3,Soc/Behav Science Principles,R,05:30 pm-08:30 pm,23,0,23,100,0,100,23,0,23,Kenneth Daniel Ward (P),01/17-05/04,ROB 117,
NR,21166,PUBH,8172,1,11M,3,Epidemiology PUBH II,R,05:30 pm-08:30 pm,25,0,25,100,0,100,25,0,25,Fawaz Mzayek (P),01/17-05/04,ROB 217,
NR,27532,PUBH,8190,1,11M,3,Adv SAS for PUBH Prof 1,S,09:00 am-12:00 pm,5,0,5,100,0,100,20,0,20,Yu Jiang (P),01/17-05/04,SM 110,
NR,24858,PUBH,8192,1,11M,3,Intro to Human Disease for PH,M,02:00 pm-05:00 pm,11,0,11,100,0,100,11,0,11,"Xinhua Yu (P), Fawaz Mzayek",01/17-05/04,TBA,
NR,22883,PUBH,8309,1,11M,3,Appl Surv Analys in Pub Hlth,M,05:30 pm-08:30 pm,11,0,11,100,0,100,11,0,11,Yu Jiang (P),01/17-05/04,ROB 102,
NR,21013,PUBH,8400,1,11M,3,Special Problems,,TBA,5,0,5,100,0,100,0,0,0,Xichen Mou (P),01/17-05/04,TBA,
NR,21014,PUBH,8400,2,11M,3,Special Problems,,TBA,8,0,8,100,0,100,0,0,0,"Fawaz Mzayek (P), Xinhua Yu",01/17-05/04,TBA,
NR,26687,PUBH,8400,3,11M,3,Special Problems,,TBA,5,0,5,100,0,100,0,0,0,Hongmei Zhang (P),01/17-05/04,TBA,
NR,21167,PUBH,8450,1,11M,3,Randomized Clinical Trials I,M,02:00 pm-05:00 pm,25,0,25,100,0,100,25,0,25,Kenneth Daniel Ward (P),01/17-05/04,ROB 217,
NR,27534,PUBH,8460,1,11M,3,Advanced Survival Analysis,R,05:30 pm-08:30 pm,30,0,30,100,0,100,30,0,30,Meredith A Ray (P),01/17-05/04,MN 320,
NR,22731,PUBH,9000,1,11M,1,Dissertation,,TBA,5,0,5,100,0,100,0,0,0,"Debra Bartelli (P), Fawaz Mzayek",01/17-05/04,TBA,
NR,23366,PUBH,9000,5,11M,3,Dissertation,,TBA,5,0,5,100,0,100,0,0,0,Kenneth Daniel Ward (P),01/17-05/04,TBA,
NR,23395,PUBH,9000,6,11M,6,Dissertation,,TBA,5,0,5,100,0,100,0,0,0,Xinhua Yu (P),01/17-05/04,TBA,
NR,23437,PUBH,9000,7,11M,1,Dissertation,,TBA,5,0,5,100,0,100,0,0,0,Xinhua Yu (P),01/17-05/04,TBA,
NR,23449,PUBH,9000,8,11M,1,Dissertation,,TBA,5,0,5,100,0,100,0,0,0,Vikki G Nolan (P),01/17-05/04,TBA,
NR,23469,PUBH,9000,9,11M,3,Dissertation,,TBA,5,0,5,100,0,100,0,0,0,Vikki G Nolan (P),01/17-05/04,TBA,
NR,23503,PUBH,9000,10,11M,3,Dissertation,,TBA,5,0,5,100,0,100,0,0,0,Wilfried Joachim Jurgen Karmaus (P),01/17-05/04,TBA,
NR,26131,PUBH,9000,16,11M,1,Dissertation,,TBA,5,0,5,100,0,100,0,0,0,Wilfried Joachim Jurgen Karmaus (P),01/17-05/04,TBA,
RLGN Religion,,,,,,,,,,,,,,,,,,,,,,
Select,CRN,Subj,Crse,Sec,Cmp,Cred,Title,Days,Time,Cap,Act,Rem,WL Cap,WL Act,WL Rem,XL Cap,XL Act,XL Rem,Instructor,Date (MM/DD),Location,Attribute
NR,21489,RLGN,1100,1,11M,3,Introduction to Religion,MWF,09:10 am-10:05 am,35,0,35,100,0,100,0,0,0,TBA,01/17-05/04,MI 211,
NR,25678,RLGN,1100,2,11M,3,Introduction to Religion,MWF,10:20 am-11:15 am,35,0,35,100,0,100,0,0,0,TBA,01/17-05/04,MI 305,Gen Ed Humanities/Fine Arts
NR,26006,RLGN,1100,301,11M,3,Introduction to Religion Hnrs,MWF,11:30 am-12:25 pm,24,0,24,100,0,100,0,0,0,Michael B Hundley (P),01/17-05/04,CL 213,Gen Ed Humanities/Fine Arts and Honors Section
NR,22141,RLGN,1100,M50,11M,3,Introduction to Religion,,TBA,35,0,35,100,0,100,0,0,0,TBA,01/17-05/04,WEB 100,Gen Ed Humanities/Fine Arts and Online Religion Gen Ed UG and (Tiger Eats Does Not Apply) and UM3D Approved Online Section
NR,21490,RLGN,1100,M51,11M,3,Introduction to Religion,,TBA,35,0,35,100,0,100,0,0,0,Michael B Hundley (P),01/17-05/04,WEB 100,Gen Ed Humanities/Fine Arts and Online Religion Gen Ed UG and (Tiger Eats Does Not Apply) and UM3D Approved Online Section
NR,27611,RLGN,1100,M90,U28,3,"Introduction to Religion - Jackson, TN - Lambuth section",,TBA,35,0,35,100,0,100,0,0,0,Lucien Manning Garrett (P),01/17-05/04,WEB 100,Gen Ed Humanities/Fine Arts and Online Religion Gen Ed UG and (Tiger Eats Does Not Apply) and UM3D Approved Online Section
NR,20261,RLGN,3100,M50,11M,3,Perspectives on Religion,,TBA,35,0,35,100,0,100,0,0,0,TBA,03/13-04/26,WEB 100,(Tiger Eats Does Not Apply) and UM3D Approved Online Section and Supplemental Course
NR,28792,RLGN,4065,1,11M,3,ST: Ancient Gods and Monsters,MW,12:40 pm-02:05 pm,25,0,25,0,0,0,0,0,0,Michael B Hundley (P),01/17-05/04,CL 213,
RUSS Russian,,,,,,,,,,,,,,,,,,,,,,
Select,CRN,Subj,Crse,Sec,Cmp,Cred,Title,Days,Time,Cap,Act,Rem,WL Cap,WL Act,WL Rem,XL Cap,XL Act,XL Rem,Instructor,Date (MM/DD),Location,Attribute
NR,10989,RUSS,1020,1,11M,3,Elementary Russian II,TR,05:30 pm-06:55 pm,20,0,20,100,0,100,0,0,0,Larisa P Hasty (P),01/17-05/04,TBA,Foreign Language II
NR,17598,RUSS,4780,501,U57,3,Individual Study Russian,,TBA,2,0,2,100,0,100,0,0,0,Robert Kelz (P),01/17-05/04,OFF CAMPUS,(Tiger Eats Does Not Apply)
SCMS Supply Chain Management,,,,,,,,,,,,,,,,,,,,,,
Select,CRN,Subj,Crse,Sec,Cmp,Cred,Title,Days,Time,Cap,Act,Rem,WL Cap,WL Act,WL Rem,XL Cap,XL Act,XL Rem,Instructor,Date (MM/DD),Location,Attribute
NR,23009,SCMS,2610,1,11M,3,Intro/Supply Chain Mgmt,TR,01:00 pm-02:25 pm,100,0,100,100,0,100,0,0,0,Rahul Pandey (P),01/17-05/04,FCB 128,
NR,27694,SCMS,2610,2,11M,3,Intro/Supply Chain Mgmt,TR,02:40 pm-04:05 pm,100,0,100,100,0,100,0,0,0,Rahul Pandey (P),01/17-05/04,FCB 128,
NR,23026,SCMS,2610,M50,11M,3,Intro/Supply Chain Mgmt,,TBA,140,0,140,100,0,100,0,0,0,Ernest L Nichols (P),01/17-05/04,WEB 100,Online BBA Marketing UG and (Tiger Eats Does Not Apply) and UM3D Approved Online Section
NR,23007,SCMS,2710,1,11M,3,Business Analytics -Statistics,MW,12:40 pm-02:05 pm,60,0,60,100,0,100,0,0,0,Jennifer Holly Tatara (P),01/17-05/04,FCB 369,
NR,23036,SCMS,2710,2,11M,3,Business Analytics -Statistics,MW,02:20 pm-03:45 pm,60,0,60,100,0,100,0,0,0,Jennifer Holly Tatara (P),01/17-05/04,FCB 369,
NR,23027,SCMS,2710,M50,11M,3,Business Analytics -Statistics,,TBA,40,0,40,100,0,100,0,0,0,Jennifer Holly Tatara (P),01/17-03/03,WEB 100,Online BBA Marketing UG and (Tiger Eats Does Not Apply) and UM3D Approved Online Section
NR,23029,SCMS,3510,M50,11M,3,Operations Management,,TBA,55,0,55,100,0,100,0,0,0,Bradford Reese Eichhorn (P),01/17-05/04,WEB 100,Course Fee Business UG and Online BBA Marketing UG and (Tiger Eats Does Not Apply) and UM3D Approved Online Section
NR,23030,SCMS,3510,M51,11M,3,Operations Management,,TBA,55,0,55,100,0,100,0,0,0,Bradford Reese Eichhorn (P),01/17-05/04,WEB 100,Course Fee Business UG and Online BBA Marketing UG and (Tiger Eats Does Not Apply) and UM3D Approved Online Section
NR,23018,SCMS,3711,1,11M,3,Business Analytics - Tools,TR,09:40 am-11:05 am,50,0,50,100,0,100,0,0,0,Michael J Cervetti (P),01/17-05/04,FCB 263,Course Fee Business UG
NR,23019,SCMS,3711,2,11M,3,Business Analytics - Tools,TR,01:00 pm-02:25 pm,50,0,50,100,0,100,0,0,0,Michael J Cervetti (P),01/17-05/04,FCB 263,Course Fee Business UG
NR,23032,SCMS,3711,M50,11M,3,Business Analytics - Tools,,TBA,90,0,90,100,0,100,0,0,0,Bradford Reese Eichhorn (P),01/17-05/04,WEB 100,Course Fee Business UG and Online BBA Marketing UG and (Tiger Eats Does Not Apply) and UM3D Approved Online Section
NR,23638,SCMS,3711,M51,11M,3,Business Analytics - Tools,,TBA,90,0,90,100,0,100,0,0,0,Bradford Reese Eichhorn (P),01/17-05/04,WEB 100,Course Fee Business UG and Online BBA Marketing UG and (Tiger Eats Does Not Apply) and UM3D Approved Online Section
NR,23024,SCMS,4510,1,11M,3,Operations Planning & Control,MW,05:30 pm-06:55 pm,30,0,30,100,0,100,30,0,30,Gensheng Liu (P),01/17-05/04,FCB 259,Course Fee Business UG
NR,28462,SCMS,4620,M50,11M,3,Logistics Management,,TBA,20,0,20,100,0,100,30,0,30,Shawn R Jones (P),01/17-05/04,WEB 100,(Tiger Eats Does Not Apply) and UM3D Approved Online Section
NR,26819,SCMS,4650,1,11M,3,Supply Management,W,07:10 pm-10:10 pm,20,0,20,100,0,100,30,0,30,Ernest L Nichols (P),01/17-05/04,FCB 119,Course Fee Business UG
NR,22783,SCMS,4810,1,11M,3,Problems/Supply Chain Mgmt,,TBA,10,0,10,100,0,100,0,0,0,Ernest L Nichols (P),01/17-05/04,TBA,Course Fee Business UG
NR,22788,SCMS,4811,2,11M,6,Internship/Supply Chain Mgmt,,TBA,10,0,10,100,0,100,0,0,0,Ernest L Nichols (P),01/17-05/04,TBA,Course Fee Business UG
NR,23623,SCMS,4811,201,11M,6,Internship/Supply Chain Mgmt,,TBA,10,0,10,100,0,100,0,0,0,Ernest L Nichols (P),03/13-04/26,TBA,Course Fee Business UG and Supplemental Course
